FID,STATION_NA,DIVISION_H,STN_CODE,ADDRESS,COUNTY,STATION_IN,IG_EAST,IG_NORTH,ITM_EAST,ITM_NORTH,LONGITUDE,LATITUDE,FULL_TIME_,AREA_CODE,PHONE_NUMB,STATION_TY
358,CARLINGFORD,DROGHEDA,2071M,"Newry Rd, Carlingford",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Carlingford.html,318804,311739,718730,811749,-6.187213,54.041228,0,042,9373102,Sub-District
359,CASTLEBELLINGHAM,DROGHEDA,2002H,"Dundalk Rd, Castlebellingham",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Castlebellingham.html,305884,295618,705812,795631,-6.389939,53.899264,0,042,9372205,Sub-District
360,CLOGHERHEAD,DROGHEDA,2004D,"Harbour Rd, Clougherhead",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Clogherhead.html,315864,283734,715791,783749,-6.242661,53.790411,0,041,9822222,Sub-District
361,COLLON,DROGHEDA,2272A,"Drogheda Street, Collon",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Collon.html,299931,281968,699861,781984,-6.484901,53.777854,0,041,9826102,Sub-District
362,DROGHEDA,DROGHEDA,2000A,"Father Connolly Way, Drogheda, Co.",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Drogheda.html,308547,275168,708475,775185,-6.356643,53.715056,1,041,9874200,Division HQ
363,DRUMAD,DROGHEDA,2073G,"Dromad, Co. Louth",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Dromad.html,307293,317532,707222,817540,-6.360793,54.095768,0,042,9358680,Sub-District
364,DUNDALK,DROGHEDA,2070B,"The Cresent, Dundalk, Co. Louth",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Dundalk.html,304337,306745,704266,806755,-6.409665,53.999499,1,042,9388400,District HQ
365,DUNLEER,DROGHEDA,2005B,"Main St, Dunleer, Co.Louth",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Dunleer.html,305758,287738,705686,787753,-6.394568,53.828524,0,041,6851202,Sub-District
366,HACKBALLSCROSS,DROGHEDA,2072K,"Hackballscross, Co. Louth",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Hackballscross.html,296755,310159,696685,810169,-6.524163,54.031641,0,042,9377142,Sub-District
367,LOUTH,DROGHEDA,2075C,"Mullavelly, Louth Village",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Louth.html,296036,301321,695966,801332,-6.537919,53.952394,0,042,9374102,Sub-District
368,OMEATH,DROGHEDA,2074E,"Carlingford Rd, Omeath",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Omeath.html,314154,316668,714081,816676,-6.256309,54.086532,0,042,9375175,Sub-District
369,ACHILL SOUND,CASTLEBAR,6172G,"Polranny, Achill Sound",MAYO,https://www.garda.ie/en/contact-us/station-directory/gob-an-choire-achill-sound-.html,74046,299956,474024,799970,-9.918491,53.933725,0,098,20830,Sub-District
370,BALLA,CASTLEBAR,5903L,"Balla, Co. Mayo",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Balla.html,125604,284167,525571,784184,-9.129879,53.801869,0,094,9365002,Sub-District
371,BALLINA,CASTLEBAR,5970F,"Walsh St, Ballina",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballina.html,124157,318813,524124,818822,-9.160445,54.112854,1,096,20560,District HQ
372,BALLINDINE,CASTLEBAR,6072M,"Main St, Ballindine",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballindine.html,136748,269284,536712,769304,-8.957725,53.669647,0,094,9364219,Sub-District
373,BALLINROBE,CASTLEBAR,6074G,"Glebe St, Ballinrobe, Co. Mayo",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballinrobe.html,118916,264544,518885,764565,-9.226214,53.624611,0,094,9542830,Sub-District
374,BALLYCROY,CASTLEBAR,6004F,"Ballycroy, Westport",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballycroy.html,80393,310039,480370,810050,-9.825856,54.025764,0,098,49132,Sub-District
375,BALLYHAUNIS,CASTLEBAR,6104B,"Main St, Ballyhaunis",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballyhaunis.html,149440,279630,549402,779648,-8.767407,53.763974,0,094,9630008,Sub-District
376,BANGOR ERRIS,CASTLEBAR,6003H,"Bangor Erris, Ballina",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Bangor-Erris.html,85880,323065,485856,823074,-9.747078,54.143979,0,097,83462,Sub-District
377,BELMULLET,CASTLEBAR,6000C,"Fr. Mulhern Crescent, Belmullet",MAYO,https://www.garda.ie/en/contact-us/station-directory/beal-an-mhuirthead-belmullet-.html,70539,332132,470518,832138,-9.985584,54.221746,0,097,81910,District HQ
378,BONNICONLON,CASTLEBAR,5973M,"Main St, Bonniconlon",MAYO,https://www.garda.ie/en/contact-us/station-directory/bonniconlon.html,132750,318312,532716,818321,-9.028962,54.109553,0,096,45002,Sub-District
379,CASTLEBAR,CASTLEBAR,5900E,"The Mall, Castlebar, Co. Mayo",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Castlebar.html,114657,290095,514626,790111,-9.297628,53.853436,1,094,9038200,Division HQ
380,CHARLESTOWN,CASTLEBAR,6102F,"Laveybeg, Ballyhaunis Rd,",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Charlestown.html,147966,301773,547928,801786,-8.793514,53.962745,0,094,9254104,Sub-District
381,CLAREMORRIS,CASTLEBAR,6070D,"Mount St, Claremorris",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Claremorris.html,134020,275183,533985,775201,-9.000249,53.722297,1,094,9372080,District HQ
382,CONG,CASTLEBAR,6075E,"Cong, Co. Mayo",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Cong.html,114758,255362,514728,755384,-9.286535,53.541468,0,094,9546002,Sub-District
383,CROSSMOLINA,CASTLEBAR,5974K,"Erris St, Crossmolina",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Crossmolina.html,113519,317547,513488,817557,-9.322703,54.099814,0,096,31371,Sub-District
384,FOXFORD,CASTLEBAR,6105M,"Barrack Rd, Foxford",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Foxford.html,127334,304337,527300,804349,-9.108411,53.983287,0,094,9256102,Sub-District
385,GLENAMOY,CASTLEBAR,6005D,"Glenamoy, Ballina, Co. Mayo",MAYO,https://www.garda.ie/en/contact-us/station-directory/gleann-na-muaidhe-glenamoy-.html,90600,333737,490574,833743,-9.67877,54.240839,0,097,87844,Sub-District
386,KEEL,CASTLEBAR,6175A,"Keel, Achill, Co. Mayo",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Keel.html,63428,304895,463408,804907,-10.082253,53.975372,0,098,43102,Sub-District
387,KILKELLY,CASTLEBAR,6103D,"Kilmore, Kilkelly",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilkelly.html,144570,291862,544533,791877,-8.843456,53.873356,0,090,9367002,Sub-District
388,KILLALA,CASTLEBAR,5971D,"William St, Killala, Co. Mayo",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Killala.html,120423,330148,520391,830155,-9.220515,54.214104,0,096,32111,Sub-District
389,KILMAINE,CASTLEBAR,6071B,"Kilmaine, Co. Mayo",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilmaine.html,125619,259757,525586,759778,-9.123797,53.582596,0,093,33372,Sub-District
390,KILTIMAGH,CASTLEBAR,6101H,"Gortgarve, Kiltimagh",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Kiltimagh.html,133851,288962,533816,788978,-9.005765,53.846055,0,094,9381222,Sub-District
391,KNOCK,CASTLEBAR,6073K,"Carramore, Knock",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Knock.html,139499,283243,539464,783259,-8.918831,53.795363,0,094,9388102,Sub-District
392,LOUISBURGH,CASTLEBAR,6174C,"Long St, Louisburgh",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Louisburg.html,80849,280944,480825,780962,-9.807597,53.764608,0,098,66055,Sub-District
393,NEWPORT,CASTLEBAR,6171K,"Mulranny Rd, Newport",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Newport-Co-Mayo.html,98362,294513,498335,794528,-9.54662,53.890184,0,061,378102,Sub-District
394,PARTRY,CASTLEBAR,5904H,"Ballynaneroon Beg, Partry",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Partry.html,115533,272850,515503,772869,-9.279587,53.698681,0,094,9543002,Sub-District
395,SHRULE,CASTLEBAR,6076C,"Main St, Shrule",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Shrule.html,127908,252736,527874,752759,-9.087625,53.519846,0,093,31292,Sub-District
396,SWINFORD,CASTLEBAR,6100L,"Newpark, Swinford",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Swinford.html,137517,299441,537481,799454,-8.952211,53.940637,1,094,9252990,Sub-District
397,WESTPORT,CASTLEBAR,6170M,"The Fairgreen, Westport",MAYO,https://www.garda.ie/en/Contact-Us/Station-Directory/Westport.html,99932,284334,499904,784351,-9.519437,53.79907,1,098,50230,District HQ
398,ASHBOURNE,MULLINGAR,2040M,"Frederick St, Ashbourne",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Ashbourne.html,306394,252439,706322,752462,-6.396999,53.511375,1,01,8010600,District HQ
399,ATHBOY,MULLINGAR,2102D,"Athboy, Kells, Co. Meath",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Athboy.html,271783,264284,671718,764304,-6.915872,53.623639,0,046,9432201,Sub-District
400,BALLIVOR,MULLINGAR,2179B,"Mullingar Road, Ballivor, Co. Meath",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballivor.html,268536,254113,668472,754135,-6.967157,53.532703,0,046,9546002,Sub-District
401,DULEEK,MULLINGAR,2273L,"Main St, Duleek, Co. Meath",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Duleek.html,304644,268266,704573,768285,-6.418061,53.653865,0,041,9823222,Sub-District
402,DUNBOYNE,MULLINGAR,2041K,"Dunboyne, Co. Meath",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Dunboyne.html,301292,242275,701221,742300,-6.477153,53.421092,0,01,8252211,Sub-District
403,DUNSAUGHLIN,MULLINGAR,2042G,"Main St, Dunshaughlin",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Dunshaughlin.html,296955,252168,696885,752190,-6.539311,53.510761,0,01,8258600,Sub-District
404,ENFIELD,MULLINGAR,2178D,"Main Street, Enfield, Co. Meath",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Enfield.html,277589,241162,677523,741187,-6.833864,53.415111,0,046,9541460,Sub-District
405,KELLS,MULLINGAR,2100H,"Fairgreen, Kells, Co. Meath",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Kells.html,273892,275980,673827,775998,-6.881215,53.728408,1,046,9280820,District HQ
406,LAYTOWN,MULLINGAR,2006M,"Beach Park, Laytown, Co.Meath",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Laytown.html,316055,272468,715981,772486,-6.244004,53.689197,0,041,9827074,Sub-District
407,LONGWOOD,MULLINGAR,2175L,"Longwood Village, Trim, Co. Meath",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Longwood.html,271333,245457,671268,745481,-6.926959,53.454571,0,046,9554570,Sub-District
408,NAVAN,MULLINGAR,2270E,"Abbey Rd, Navan, Co.Meath",MEATH, https://www.garda.ie/en/Contact-Us/Station-Directory/Navan.html,286636,267972,686569,767991,-6.690418,53.654517,1,046,9079930,District HQ
409,NOBBER,MULLINGAR,2106G,"Main St, Nobber, Co. Meath",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Nobber.html,282592,286429,682526,786444,-6.74664,53.820954,0,046,9052182,Sub-District
410,OLDCASTLE,MULLINGAR,2104M,"Oldcastle, Kells, Co. Meath",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Oldcastle.html,255311,280274,655250,780290,-7.161933,53.769274,0,049,8541102,Sub-District
411,SLANE,MULLINGAR,2274H,"Main St, Slane, Co. Meath",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Slane.html,295959,274295,695890,774313,-6.547504,53.709681,0,041,9824202,Sub-District
412,SUMMERHILL,MULLINGAR,2177F,"Summerhill Village, Trim, Co. Meath",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Summerhill.html,284134,248716,684066,748739,-6.733438,53.48196,0,046,9557002,Sub-District
413,TRIM,MULLINGAR,2170K,"New Dublin Rd, Trim",MEATH,https://www.garda.ie/en/Contact-Us/Station-Directory/Trim.html,280291,256571,680224,756592,-6.789303,53.553114,1,046,9481540,District HQ
414,BALLYBAY,DROGHEDA,6771G,"Hall Street, Ballybay, Co. Monaghan",MONAGHAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballybay.html,271646,320536,671582,820544,-6.904803,54.128944,0,042,9741002,Sub-District
415,CARRICKMACROSS,DROGHEDA,6770K,"42 Main Street, Carrickmacross, Co. Cavan",MONAGHAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Carrickmacross.html,284115,303725,684048,803736,-6.718776,53.976059,1,042,9690190,District HQ
416,CASTLEBLANEY,DROGHEDA,6772E,"York Street, Castleblayney, Co. Monaghan",MONAGHAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Castleblayney.html,282766,319488,682700,819496,-6.735032,54.117858,1,042,9740668,Sub-District
417,CLONES,DROGHEDA,6701F,"Analore Street, Clones, Co. Monaghan",MONAGHAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Clones.html,250449,325661,650389,825668,-7.228158,54.177489,0,047,51028,Sub-District
418,EMYVALE,DROGHEDA,6705K,"Derrygasson, Emyvale, Co. Monaghan",MONAGHAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Emyvale.html,267849,343905,667786,843907,-6.957596,54.339356,0,047,87222,Sub-District
419,MONAGHAN,DROGHEDA,6700H,"Plantation Road, Monaghan Town, Co. Monaghan",MONAGHAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Monaghan.html,267347,334101,667284,834106,-6.967516,54.25137,1,047,77200,Division HQ
420,ROCKCORRY,DROGHEDA,6775L,"Monneill, Rockcorry, Co. Monaghan",MONAGHAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Rockcorry.html,264824,319458,664762,819466,-7.009368,54.120158,0,042,9742288,Sub-District
421,SCOTSTOWN,DROGHEDA,6704M,"Carrowhatta, Scotstown Village, Monagham",MONAGHAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Scotstown.html,261040,337231,660979,837235,-7.063623,54.280267,0,047,79140,Sub-District
422,BANAGHER,PORT LAOISE,2601H,"Harbour Rd, Banagher",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Banagher.html,200990,215534,600940,715565,-7.98593,53.190536,0,0509,51310,Sub-District
423,BIRR,PORT LAOISE,2600L,"Emmet Sq, Birr, Co. Offaly",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Birr.html,205977,205022,605926,705056,-7.911523,53.096052,1,057,9169710,District HQ
424,CLARA,PORT LAOISE,2671K,"The Green, Clare, Co. Offaly",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Clara.html,225751,232841,625696,732868,-7.614105,53.345415,0,057,9331100,Sub-District
425,CLOGHAN,PORT LAOISE,2602F,"Hill Rd, Cloghan, Co. Offaly",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Cloghan.html,208230,219360,608179,719390,-7.877516,53.224847,0,090,6457102,Sub-District
426,CLONBULLOGE,PORT LAOISE,2672G,"Clonbologue, Co. Offaly",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Clonbologue.html,261062,223560,661000,723589,-7.08576,53.259142,0,046,9730002,Sub-District
427,DAINGEAN,PORT LAOISE,2673E,"Main St, Daingean, Co.Offaly",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Daingan.html,247157,227166,647097,727194,-7.293573,53.292953,0,057,9353042,Sub-District
428,EDENDERRY,PORT LAOISE,2674C,"St. Mary's Rd, Edenderry",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Edenderry.html,262613,232228,662550,732255,-7.060821,53.336835,0,046,9731290,Sub-District
429,FERBANE,PORT LAOISE,2603D,"Main St, Ferbane, Co. Offaly",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Ferbane.html,211550,224476,611499,724505,-7.827618,53.270751,0,090,6454302,Sub-District
430,KILCORMAC,PORT LAOISE,2604B,"Frankfort, Kilcormack",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilcormac.html,218181,213971,618128,714002,-7.728836,53.176184,0,057,9135002,Sub-District
431,KINNITTY,PORT LAOISE,2605M,"Ballincur,Kinnitty, Co. Offaly",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Kinnitty.html,218662,205318,618608,705351,-7.722148,53.098414,0,057,9137002,Sub-District
432,MONEYGALL,ENNIS,3807E,"Main Street, Moneygall, Birr, Co.Offaly",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Moneygall.html,203184,181119,603134,681158,-7.95344,52.881293,0,0505,45202,Sub-District
433,RHODE,PORT LAOISE,2675A,"Rhode, Co. Offaly",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Rhode.html,253668,233706,653607,733732,-7.194828,53.351091,0,046,9737002,Sub-District
434,SHINRONE,PORT LAOISE,2606K,"Cloughmoyle, Shinrone",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Shinrone.html,204473,192626,604423,692662,-7.934131,52.984679,0,0505,47122,Sub-District
435,TULLAMORE,PORT LAOISE,2670M,"Patrick St, Tullamore",OFFALY,https://www.garda.ie/en/Contact-Us/Station-Directory/Tullamore.html,233744,225171,633688,725200,-7.494906,53.276055,1,057,9327600,District HQ
436,ATHLEAGUE,CASTLEBAR,5601D,"Athleague, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Athleague.html,183329,257652,583283,757674,-8.252367,53.568697,0,090,6663312,Sub-District
437,BALLAGHADERREEN,CASTLEBAR,5771A,"Ballaghaderreen, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballaghaderreen.html,161621,294648,561580,794663,-8.584588,53.899932,0,094,9860002,Sub-District
438,BALLINLOUGH,CASTLEBAR,5772L,"Ballinlough, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballinlough.html,158095,276963,558055,776980,-8.635822,53.740774,0,094,9640002,Sub-District
439,BOYLE,CASTLEBAR,5700B,"Boyle, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Boyle.html,180337,302706,580292,802718,-8.300395,53.97337,1,071,9664620,Sub-District
440,CASTLEREA,CASTLEBAR,5770C,"Barrack Street, Castlerea, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Castlerea.html,168128,279762,568086,779779,-8.484061,53.766632,1,094,9621630,District HQ
441,CLONARK,CASTLEBAR,5677D,"Clonark, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Clonark.html,197742,235330,597694,735356,-8.034655,53.368396,0,090,6437102,Sub-District
442,ELPHIN,CASTLEBAR,5703G,"Main Street, Elphin, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Elphin.html,187380,288484,587334,788500,-8.192477,53.84582,0,071,9635002,Sub-District
443,FRENCHPARK,CASTLEBAR,5704E,"Frenchpark, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Frenchpark.html,173218,291184,573175,791199,-8.407873,53.869536,0,094,9870002,Sub-District
444,KEADUE,CASTLEBAR,5705C,"Keadue, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Keadue.html,191056,311275,591009,811285,-8.137298,54.050646,0,071,9647202,Sub-District
445,ROOSKEY,CASTLEBAR,6306A,"Roosky, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Roosky.html,205130,287028,605080,787044,-7.922834,53.832866,0,071,9638002,Sub-District
446,ROSCOMMON,CASTLEBAR,5600F,"Roscommon Town, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Roscommon.html,187242,264445,587196,764466,-8.193576,53.629842,1,090,6638300,District HQ
447,STROKESTOWN,CASTLEBAR,5603M,"Strokestown, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Strokestown.html,193205,281231,593158,781248,-8.103817,53.780762,0,071,9633002,Sub-District
448,TAUGHMACONNELL,CASTLEBAR,5676F,"Taughmaconnell, Co. Roscommon",ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Taughmaconnell.html,188542,238100,588496,738126,-8.172962,53.393162,0,090,9683612,Sub-District
449,TULSK,CASTLEBAR,5706A,Tulsk. Co. Roscommon,ROSCOMMON,https://www.garda.ie/en/Contact-Us/Station-Directory/Tulsk.html,183447,280886,583401,780903,-8.251828,53.777444,0,071,9639002,Sub-District
450,BALLYMOTE,LETTERKENNY,6270G,"Lord Edward St, Ballymote, Co. Sligo",SLIGO,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballymote.html,166332,315483,566291,815492,-8.515224,54.087429,1,071,9189500,District HQ
451,COLLOONEY,LETTERKENNY,6201D,"Boyle Rd, Collooney",SLIGO,https://www.garda.ie/en/Contact-Us/Station-Directory/Collooney.html,168198,326384,568156,826392,-8.487866,54.185481,0,071,9167122,Sub-District
452,COOLANEY,LETTERKENNY,6203M,"Coolaney, Co. Sligo",SLIGO,https://www.garda.ie/en/Contact-Us/Station-Directory/Coolaney.html,160644,324983,560603,824991,-8.603388,54.172371,0,071,9167222,Sub-District
453,ENNISCRONE,LETTERKENNY,5976E,"Main Street, Enniscrone, Co. Sligo",SLIGO,https://www.garda.ie/en/Contact-Us/Station-Directory/Enniscrone.html,129034,329979,529001,829986,-9.088505,54.213846,0,096,36103,Sub-District
454,GRANGE,LETTERKENNY,6206E,"Grange, Co. Sligo",SLIGO,https://www.garda.ie/en/Contact-Us/Station-Directory/Grange.html,166222,349540,566181,849543,-8.520745,54.393368,0,071,9163144,Sub-District
455,GURTEEN,LETTERKENNY,6272C,"Gurteen, Co. Sligo",SLIGO,https://www.garda.ie/en/Contact-Us/Station-Directory/Gurteen.html,166216,304969,566175,804981,-8.515829,53.992968,0,071,9182002,Sub-District
456,RIVERSTOWN,LETTERKENNY,6273A,"Riverstown, Co. Sligo",SLIGO,https://www.garda.ie/en/Contact-Us/Station-Directory/Riverstown.html,173899,320125,573856,820133,-8.399996,54.12957,0,071,9165122,Sub-District
457,ROSSES POINT,LETTERKENNY,6205G,"Rosses Point, Co. Sligo",SLIGO,https://www.garda.ie/en/Contact-Us/Station-Directory/Rosses-Point.html,164470,339757,564429,839762,-8.546543,54.305369,0,071,9177143,Sub-District
458,SKREEN,LETTERKENNY,6202B,"Skreen, Co. Sligo",SLIGO,https://www.garda.ie/en/Contact-Us/Station-Directory/Skreen.html,153084,333095,553045,833101,-8.720407,54.2446,0,071,9166662,Sub-District
459,SLIGO,LETTERKENNY,6200F,"Pearse Rd, Sligo",SLIGO,https://www.garda.ie/en/Contact-Us/Station-Directory/Sligo.html,169344,335702,569302,835707,-8.471265,54.269256,1,071,9157000,District HQ
